"country.code","cc3","country","flow","primary","secondary","tretiary","value"
"BO","BOL","Bolivia","Exports","Other semi-manufactures",NA,NA,74.046916
"BO","BOL","Bolivia","Exports","Textiles",NA,NA,13.889556
"BO","BOL","Bolivia","Imports","Agricultural Products","Food","Fish",21.670018
"BO","BOL","Bolivia","Imports","Agricultural Products","Food","Other food products",651.355323
"BO","BOL","Bolivia","Imports","Agricultural Products","Raw materials",NA,51.397491
"BO","BOL","Bolivia","Imports","Chemicals","Other chemicals",NA,1180.720161
"BO","BOL","Bolivia","Imports","Chemicals","Pharmaceuticals",NA,195.188788
"BO","BOL","Bolivia","Imports","Clothing",NA,NA,70.550665
"BO","BOL","Bolivia","Imports","Fuels and mining products","Fuels",NA,1079.011214
"BO","BOL","Bolivia","Imports","Fuels and mining products","Non-ferrous metals",NA,44.792272
"BO","BOL","Bolivia","Imports","Fuels and mining products","Ores and other minerals",NA,11.804786
"BO","BOL","Bolivia","Imports","Iron and steel",NA,NA,579.933071
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",128.664173
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",5.800673
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",281.811954
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Other machinery",NA,2027.666915
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1164.665871
"BO","BOL","Bolivia","Imports","Machinery and transport equipment","Transport equipment","Other transport equipment",297.605149
"BO","BOL","Bolivia","Imports","Other manufactures","Miscellaneous manufactures",NA,362.049531
"BO","BOL","Bolivia","Imports","Other manufactures","Personal and household goods",NA,217.684912
"BO","BOL","Bolivia","Imports","Other manufactures","Scientific and controlling instruments",NA,146.223031
"BO","BOL","Bolivia","Imports","Other semi-manufactures",NA,NA,838.664668
"BO","BOL","Bolivia","Imports","Textiles",NA,NA,148.91939
"BA","BIH","Bosnia & Herzegovina","Exports","Chemicals","Pharmaceuticals",NA,57.295357
"BA","BIH","Bosnia & Herzegovina","Exports","Clothing",NA,NA,225.38454
"BA","BIH","Bosnia & Herzegovina","Exports","Fuels and mining products","Fuels",NA,357.452966
"BA","BIH","Bosnia & Herzegovina","Exports","Iron and steel",NA,NA,236.855861
"BA","BIH","Bosnia & Herzegovina","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",8.247927
"BA","BIH","Bosnia & Herzegovina","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.720343
"BA","BIH","Bosnia & Herzegovina","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7.916837
"BA","BIH","Bosnia & Herzegovina","Exports","Machinery and transport equipment","Transport equipment","Automotive products",166.680695
"BA","BIH","Bosnia & Herzegovina","Exports","Textiles",NA,NA,60.684507
"BA","BIH","Bosnia & Herzegovina","Imports","Chemicals","Pharmaceuticals",NA,299.470571
"BA","BIH","Bosnia & Herzegovina","Imports","Clothing",NA,NA,190.512426
"BA","BIH","Bosnia & Herzegovina","Imports","Fuels and mining products","Fuels",NA,1215.579273
"BA","BIH","Bosnia & Herzegovina","Imports","Iron and steel",NA,NA,295.777986
"BA","BIH","Bosnia & Herzegovina","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",92.665706
"BA","BIH","Bosnia & Herzegovina","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",13.845732
"BA","BIH","Bosnia & Herzegovina","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",180.021843
"BA","BIH","Bosnia & Herzegovina","Imports","Machinery and transport equipment","Transport equipment","Automotive products",562.185396
"BA","BIH","Bosnia & Herzegovina","Imports","Textiles",NA,NA,384.682077
"BW","BWA","Botswana","Exports","Chemicals","Pharmaceuticals",NA,15.061626
"BW","BWA","Botswana","Exports","Clothing",NA,NA,15.277149
"BW","BWA","Botswana","Exports","Fuels and mining products","Fuels",NA,24.100792
"BW","BWA","Botswana","Exports","Iron and steel",NA,NA,5.479753
"BW","BWA","Botswana","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4.121169
"BW","BWA","Botswana","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.57945
"BW","BWA","Botswana","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",5.123072
"BW","BWA","Botswana","Exports","Machinery and transport equipment","Transport equipment","Automotive products",51.323963
"BW","BWA","Botswana","Exports","Textiles",NA,NA,21.832002
"BW","BWA","Botswana","Imports","Chemicals","Pharmaceuticals",NA,127.537459
"BW","BWA","Botswana","Imports","Clothing",NA,NA,104.184747
